sl.no,correct,QuestionLink,direction,concepts,explanation,section_type,optA,optB,optC,optD,optE,category,usedFor,lang,source,name
2,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (02).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (02).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
3,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (03).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (03).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
4,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (04).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (04).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
5,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (05).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (05).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
6,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (06).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (06).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
7,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (07).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (07).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
8,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (08).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (08).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
9,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (09).png,,"2,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (09).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
10,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (10).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (10).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
11,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (11).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (11).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
12,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (12).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (12).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
13,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (13).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (13).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
14,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (14).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (14).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
15,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (15).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (15).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
16,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (16).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (16).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
17,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (17).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (17).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
18,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (18).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (18).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
19,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (19).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (19).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
20,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (20).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (20).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
21,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (21).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (21).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
22,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (22).png,,"2,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (22).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
23,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (23).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (23).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
24,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (24).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (24).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
25,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (25).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (25).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
26,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (26).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (26).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
27,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (27).png,,"2,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (27).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
28,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (28).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (28).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
29,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (29).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (29).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
30,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (30).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (30).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
31,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (31).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (31).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
32,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (32).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (32).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
33,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (33).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (33).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
34,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (34).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (34).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
35,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (35).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (35).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
36,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (36).png,,"1,2,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (36).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
37,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (37).png,,"2,4,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (37).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
38,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (38).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (38).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
39,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (39).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (39).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
40,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (40).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (40).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
41,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (41).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (41).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
42,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (42).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (42).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
44,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (43).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (43).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
45,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (44).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (44).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
46,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (45).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (45).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
47,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (46).png,,"2,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (46).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
48,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (47).png,,6,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (47).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
49,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (48).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (48).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
50,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (49).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (49).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
51,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (50).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (50).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
52,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (51).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (51).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
54,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (52).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (52).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
55,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (53).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (53).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
56,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (54).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (54).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
57,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (55).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (55).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
58,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (56).png,,6,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (56).PNG,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
59,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (57).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (57).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
60,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (58).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (58).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
61,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (59).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (59).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
62,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (60).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (60).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
63,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (61).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (61).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
65,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (62).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (62).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
66,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (63).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (63).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
67,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (64).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (64).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
68,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (65).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (65).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
69,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (66).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (66).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
70,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (67).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (67).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
71,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (68).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (68).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
72,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (69).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (69).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
73,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (70).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (70).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
74,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (71).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (71).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
75,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (72).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (72).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
1,2,https://i.imgur.com/GLjZ2CN.png,,2,https://i.imgur.com/4IF1trk.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
2,3,https://i.imgur.com/tljR4JF.png,,2,https://i.imgur.com/NHQ16sH.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
3,1,https://i.imgur.com/20eIkZ2.png,,1,https://i.imgur.com/XFIvdEL.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
4,3,https://i.imgur.com/PwnEjzI.png,,5,https://i.imgur.com/2cT8TKH.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
5,2,https://i.imgur.com/AVBoCwM.png,,2,https://i.imgur.com/c2CZzJq.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
6,2,https://i.imgur.com/BrQbrH4.png,,1,https://i.imgur.com/c3MncSZ.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
7,3,https://i.imgur.com/kSUyyrW.png,,2,https://i.imgur.com/vDAWeES.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
8,2,https://i.imgur.com/fdSofjs.png,,2,https://i.imgur.com/ZIRTPLO.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
9,3,https://i.imgur.com/xw2Yt7M.png,,2,https://i.imgur.com/woVSEEH.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
10,3,https://i.imgur.com/pe7WStb.png,,2,https://i.imgur.com/GeLMyZH.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
11,4,https://i.imgur.com/6MDD5pl.png,,6,https://i.imgur.com/9562K0Z.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
12,3,https://i.imgur.com/ec8gXPV.png,,2,https://i.imgur.com/5CMkzcz.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
13,3,https://i.imgur.com/yk3Y17z.png,,6,https://i.imgur.com/mbtbm0r.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
14,4,https://i.imgur.com/Pysrbsn.png,,2,https://i.imgur.com/hILvviD.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
15,2,https://i.imgur.com/qq06Lw8.png,,1,https://i.imgur.com/w4bFXDl.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
16,2,https://i.imgur.com/ra3LRjL.png,,1,https://i.imgur.com/KxcLHBp.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
17,2,https://i.imgur.com/YER02BD.png,,1,https://i.imgur.com/qerCGQV.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
18,1,https://i.imgur.com/6jbBA6J.png,,1,https://i.imgur.com/tsYvirN.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
19,3,https://i.imgur.com/4q5z1qe.png,,2,https://i.imgur.com/QaZwse4.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
20,4,https://i.imgur.com/21PLMpA.png,,2,https://i.imgur.com/FUow8pf.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
21,3,https://i.imgur.com/ebwSTv4.png,,1,https://i.imgur.com/SligAp5.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
23,1,https://i.imgur.com/xAMm8zk.png,,2,https://i.imgur.com/ZAvHzGs.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
24,3,https://i.imgur.com/bcWPqCF.png,,2,https://i.imgur.com/3FG6C29.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
25,4,https://i.imgur.com/tl1XU36.png,,2,https://i.imgur.com/Ac9fjFQ.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
26,2,https://i.imgur.com/QVJOAT6.png,,2,https://i.imgur.com/nHTsQ3J.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
27,3,https://i.imgur.com/qaJjRw3.png,,1,https://i.imgur.com/ixISWL1.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
29,4,https://i.imgur.com/azYtFYb.png,,2,https://i.imgur.com/bkvWuJf.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
30,3,https://i.imgur.com/Gn1eGrv.png,,1,https://i.imgur.com/qtkjw0a.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
31,3,https://i.imgur.com/AGKL4XW.png,,2,https://i.imgur.com/GGaLz2d.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
32,4,https://i.imgur.com/3t2k8aP.png,,1,https://i.imgur.com/C7GmdxP.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
33,3,https://i.imgur.com/w88AuvD.png,,2,https://i.imgur.com/9zJHhnn.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
34,3,https://i.imgur.com/IrvCr9v.png,,1,https://i.imgur.com/GEfOpc2.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
35,2,https://i.imgur.com/6NKNELN.png,,1,https://i.imgur.com/7qB9B87.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
36,4,https://i.imgur.com/W92r940.png,,2,https://i.imgur.com/UIYhbvX.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
37,4,https://i.imgur.com/elulm5e.png,,1,https://i.imgur.com/E2uIPQ8.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
38,3,https://i.imgur.com/RDyLHVk.png,,2,https://i.imgur.com/IxeclMi.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
39,1,https://i.imgur.com/NhyrZSj.png,,1,https://i.imgur.com/P23lZf8.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
40,3,https://i.imgur.com/OwzSOFu.png,,2,https://i.imgur.com/GWGrcni.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
41,4,https://i.imgur.com/ujaGQuy.png,,2,https://i.imgur.com/rv4lIG0.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
42,1,https://i.imgur.com/DyTw4LM.png,,2,https://i.imgur.com/usvYoBV.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
43,3,https://i.imgur.com/ZI7wXkm.png,,1,https://i.imgur.com/gmgD2Uv.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
44,1,https://i.imgur.com/Rl4XJ7o.png,,2,https://i.imgur.com/lQswWrz.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
45,2,https://i.imgur.com/WlsTLSJ.png,,2,https://i.imgur.com/NA1VftY.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
46,4,https://i.imgur.com/ylEOrwj.png,,2,https://i.imgur.com/RCKIxMy.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
47,1,https://i.imgur.com/J0bthF4.png,,2,https://i.imgur.com/IwUrtHO.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
48,4,https://i.imgur.com/xDvrshQ.png,,1,https://i.imgur.com/WIRRGKs.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
49,3,https://i.imgur.com/vpVMd7S.png,,2,https://i.imgur.com/Xz4yU5x.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
50,2,https://i.imgur.com/K8el8Fe.png,,1,https://i.imgur.com/UkRseXj.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
51,1,https://i.imgur.com/wBd93mc.png,,7,https://i.imgur.com/0NDVsCl.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
52,1,https://i.imgur.com/DaCPiYr.png,,1,https://i.imgur.com/KWmUxTP.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
53,3,https://i.imgur.com/VJmnUYY.png,,1,https://i.imgur.com/BnHgR2K.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
54,1,https://i.imgur.com/0Df47ei.png,,1,https://i.imgur.com/Xa0ZC9a.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
55,3,https://i.imgur.com/Ipr0Wbc.png,,1,https://i.imgur.com/ASM2GSy.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
56,1,https://i.imgur.com/znGOwxF.png,,2,https://i.imgur.com/QHsGafI.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
57,3,https://i.imgur.com/xqUzrxN.png,,2,https://i.imgur.com/AojkxRa.png,Maths,A,B,C,D,,13.1,ssc,Bi,Kiran Maths,Ratio
