sl.no.,correct,QuestionLink,direction,explanation,sectionType,optA,optB,optC,optD,category,usedFor,lang,sources
18,c,https://i.imgur.com/lD1UO5C.png,,https://i.imgur.com/ut4uWZO.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
19,a,https://i.imgur.com/ZUyyRZo.png,,https://i.imgur.com/9IgYsNR.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
21,c,https://i.imgur.com/Fl1aLQG.png,,https://i.imgur.com/z882BVW.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
22,d,https://i.imgur.com/tjkc1Ey.png,,https://i.imgur.com/QOV5LNS.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
23,b,https://i.imgur.com/eIYK0qt.png,,https://i.imgur.com/JIxV0wE.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
24,a,https://i.imgur.com/vtuLI3w.png,,https://i.imgur.com/UJ4NVt3.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
25,d,https://i.imgur.com/nVy9IST.png,,https://i.imgur.com/wMBHcuk.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
26,d,https://i.imgur.com/lY9nx0s.png,,https://i.imgur.com/NKN1nLW.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
27,c,https://i.imgur.com/uThHxZ4.png,,https://i.imgur.com/IrayWoZ.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
28,a,https://i.imgur.com/JvXeZBB.png,,https://i.imgur.com/7NpvswA.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
29,c,https://i.imgur.com/p13DeZw.png,,https://i.imgur.com/hPoRFGB.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
30,d,https://i.imgur.com/w6bwL34.png,,https://i.imgur.com/XEZZ6ev.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
31,b,https://i.imgur.com/4e3fAtz.png,,https://i.imgur.com/fhnSTNQ.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
32,d,https://i.imgur.com/pqnz6kG.png,,https://i.imgur.com/7ZKCl1e.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
38,a,https://i.imgur.com/8zkhwJi.png,https://i.imgur.com/zjtTDaG.png,https://i.imgur.com/WiqgJZe.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
39,c,https://i.imgur.com/UTi2ef9.png,https://i.imgur.com/zjtTDaG.png,https://i.imgur.com/bBAQXmB.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
40,b,https://i.imgur.com/PWPQXqe.png,https://i.imgur.com/zjtTDaG.png,https://i.imgur.com/mlQuHun.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
41,c,https://i.imgur.com/satFqr1.png,,https://i.imgur.com/55UhIVG.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
42,b,https://i.imgur.com/p6btlp4.png,,https://i.imgur.com/1nLSh5e.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
43,c,https://i.imgur.com/flcq5UC.png,,https://i.imgur.com/61OiMG5.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
44,b,https://i.imgur.com/G0G3sia.png,,https://i.imgur.com/yrIkkRA.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
45,c,https://i.imgur.com/dXsJs8f.png,,https://i.imgur.com/vILH0Km.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
46,c,https://i.imgur.com/X2p5z0j.png,,https://i.imgur.com/GzoklR8.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
47,b,https://i.imgur.com/bFZG0ne.png,,https://i.imgur.com/q4oCLHK.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
48,c,https://i.imgur.com/ARNRWZU.png,,https://i.imgur.com/PTJ5Mh0.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
49,d,https://i.imgur.com/AirxwJe.png,,https://i.imgur.com/kpUUfcz.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
50,a,https://i.imgur.com/IWWNjs6.png,,https://i.imgur.com/fw2Z1F4.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
51,a,https://i.imgur.com/FUyOrvJ.png,,https://i.imgur.com/xAHFoDW.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
52,c,https://i.imgur.com/ikmiXwh.png,,https://i.imgur.com/fBwDsRC.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
53,c,https://i.imgur.com/tTdTHJO.png,,https://i.imgur.com/cdIZjrT.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
55,b,https://i.imgur.com/3sYwoj5.png,,https://i.imgur.com/lkKwF1V.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
56,c,https://i.imgur.com/4Jz1ghN.png,,https://i.imgur.com/Irkpfsp.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
57,a,https://i.imgur.com/eHH3s6B.png,,https://i.imgur.com/nM5JWwX.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
59,c,https://i.imgur.com/R8NbBDD.png,,https://i.imgur.com/gfjFDQd.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
60,a,https://i.imgur.com/SB7GBsF.png,,https://i.imgur.com/WNHqgE1.png,cat_quant,A,B,C,D,13.1,cat,Eng,arun sharma
1,d,https://i.imgur.com/6AAJYnK.png,,https://i.imgur.com/VAoKUH3.png,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
2,a,https://i.imgur.com/WV6YKtl.png,,https://i.imgur.com/j2tqMuA.png,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
3,d,https://i.imgur.com/pf3KONa.png,,https://i.imgur.com/nbrBOnS.png,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
4,d,https://i.imgur.com/HxZtZRJ.png,,https://i.imgur.com/lMxw4qd.png,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
5,c,https://i.imgur.com/4WQKa2R.png,,https://i.imgur.com/5EBpBoN.png,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
6,a,https://i.imgur.com/ANmqs4s.png,,https://i.imgur.com/igoluPs.png,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
7,d,https://i.imgur.com/W9Nglra.png,,https://i.imgur.com/vyc622H.png,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
8,d,https://i.imgur.com/81L1Z3f.png,,https://i.imgur.com/Erumjlr.png,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
9,c,https://i.imgur.com/p3jmUNm.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
10,a,https://i.imgur.com/hWIYWP0.png,,https://i.imgur.com/j2wAxuQ.png,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
11,d,https://i.imgur.com/y3cnle6.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
12,c,https://i.imgur.com/bmWssT4.png,,https://i.imgur.com/kFz5vJt.png,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
13,c,https://i.imgur.com/OhLD5tw.png,,https://i.imgur.com/IDKKSHV.png,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
14,d,https://i.imgur.com/jJS210I.png,,https://i.imgur.com/A7vypju.png,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
15,b,https://i.imgur.com/cAOLqaV.png,,https://i.imgur.com/M2VrbJe.png,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
16,d,https://i.imgur.com/h7RT0Gp.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
17,d,https://i.imgur.com/Zcqk5Kn.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
18,c,https://i.imgur.com/HE9jh5z.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
19,d,https://i.imgur.com/2q2P2Te.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
21,c,https://i.imgur.com/vFWPtqF.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
22,a,https://i.imgur.com/SHuUjjW.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
23,d,https://i.imgur.com/TLTOGVH.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
24,b,https://i.imgur.com/UN16uTf.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
25,d,https://i.imgur.com/sMULzJr.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
26,d,https://i.imgur.com/8lcVtJ6.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
27,c,https://i.imgur.com/mq0pD7p.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
28,a,https://i.imgur.com/CxTXYLH.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
29,d,https://i.imgur.com/N05Bac0.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
30,a,https://i.imgur.com/3WkBYHd.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
31,b,https://i.imgur.com/NL79mXy.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
32,d,https://i.imgur.com/z80Huqg.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
33,d,https://i.imgur.com/sMgUs9J.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
34,d,https://i.imgur.com/zuCirEy.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
35,c,https://i.imgur.com/4eEdJfj.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
36,b,https://i.imgur.com/pzHyPfG.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
37,c,https://i.imgur.com/PNciImg.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
38,c,https://i.imgur.com/YcSGdB3.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
39,c,https://i.imgur.com/JL2I8M9.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
40,b,https://i.imgur.com/d5Sxiqo.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
41,d,https://i.imgur.com/UAYBT5b.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
42,b,https://i.imgur.com/l0yIZdS.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
43,a,https://i.imgur.com/E1MewM1.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
44,a,https://i.imgur.com/Fa8cmGA.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
45,b,https://i.imgur.com/32nx9OK.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
46,d,https://i.imgur.com/JXgSnFj.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
47,d,https://i.imgur.com/s0yIe5P.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
48,a,https://i.imgur.com/U2DNGxU.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
49,a,https://i.imgur.com/5jOXkUh.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
50,a,https://i.imgur.com/hFM7BQY.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
51,b,https://i.imgur.com/hffc7I6.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
52,b,https://i.imgur.com/0G1s6Bo.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
53,b,https://i.imgur.com/4fXaErR.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
54,b,https://i.imgur.com/70UsSYN.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
55,d,https://i.imgur.com/9welZNI.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
56,a,https://i.imgur.com/rHczUyf.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
57,d,https://i.imgur.com/CQYi0bg.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
58,d,https://i.imgur.com/E4oAMTg.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
59,d,https://i.imgur.com/5fgDeoy.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
60,d,https://i.imgur.com/a66hCFm.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
61,a,https://i.imgur.com/D4x6Deo.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
62,c,https://i.imgur.com/9eBKPBW.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
63,a,https://i.imgur.com/trg5hRM.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
64,d,https://i.imgur.com/jap7Hel.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
65,d,https://i.imgur.com/7vXUaRk.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
66,c,https://i.imgur.com/CYT5ODR.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
67,a,https://i.imgur.com/OOTTiwr.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
68,c,https://i.imgur.com/9t7Bgqe.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
69,b,https://i.imgur.com/aYHkEZB.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
70,a,https://i.imgur.com/gwsFuNC.png,,,cat_quant,A,B,C,D,14.1,cat,Eng,arun sharma
1,c,https://i.imgur.com/MimqSeN.png,,https://i.imgur.com/nb1hFdO.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
2,d,https://i.imgur.com/hOIJpLW.png,,https://i.imgur.com/gGW5uBw.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
3,c,https://i.imgur.com/rkRkjdt.png,,https://i.imgur.com/nvNQIbZ.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
4,c,https://i.imgur.com/f4aUUI7.png,,https://i.imgur.com/CvwJkhk.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
5,d,https://i.imgur.com/mEib6Ev.png,,https://i.imgur.com/eWqQyZ1.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
6,c,https://i.imgur.com/IFwQhZa.png,,https://i.imgur.com/zybSfdQ.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
7,d,https://i.imgur.com/RSvmqYp.png,,https://i.imgur.com/BuJHjrB.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
9,b,https://i.imgur.com/tj5flWT.png,,https://i.imgur.com/32AppzA.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
10,b,https://i.imgur.com/DhBJUEn.png,,https://i.imgur.com/WQLAAT7.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
11,c,https://i.imgur.com/3r2EfS5.png,,https://i.imgur.com/vbC2ATL.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
12,b,https://i.imgur.com/TQtSR6C.png,,https://i.imgur.com/FlaYW7C.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
13,d,https://i.imgur.com/zU8JRwE.png,,https://i.imgur.com/Up8N1Fu.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
14,b,https://i.imgur.com/zt79JMp.png,,https://i.imgur.com/DxdQsfs.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
15,b,https://i.imgur.com/ADVRilm.png,,https://i.imgur.com/1pN2F5L.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
16,b,https://i.imgur.com/hU51D0R.png,,https://i.imgur.com/89D0hve.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
17,c,https://i.imgur.com/GkXqhBA.png,,https://i.imgur.com/OEshX3t.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
18,a,https://i.imgur.com/DDMOHDr.png,,https://i.imgur.com/KSokDnN.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
19,b,https://i.imgur.com/N1jL0SF.png,,https://i.imgur.com/f73hMhd.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
20,b,https://i.imgur.com/cNujJ6I.png,https://i.imgur.com/CkFxLwa.png,https://i.imgur.com/JicgK8T.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
21,b,https://i.imgur.com/xrz7xNt.png,https://i.imgur.com/CkFxLwa.png,https://i.imgur.com/EhGZpoU.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
23,b,https://i.imgur.com/cnnnRLz.png,https://i.imgur.com/CkFxLwa.png,https://i.imgur.com/tN7CIv1.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
24,c,https://i.imgur.com/jn9N8AG.png,https://i.imgur.com/CkFxLwa.png,https://i.imgur.com/f9R5bAb.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
25,c,https://i.imgur.com/an1SU12.png,,https://i.imgur.com/HK8RS1Z.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
26,b,https://i.imgur.com/BZOiZHz.png,,https://i.imgur.com/cijwJoi.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
27,d,https://i.imgur.com/tOCWGS3.png,,https://i.imgur.com/W9QNhqi.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
28,d,https://i.imgur.com/jxBbe0r.png,,https://i.imgur.com/NxbRTou.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
29,d,https://i.imgur.com/VBM5ihl.png,,https://i.imgur.com/8BwtZqT.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
30,b,https://i.imgur.com/0Sfrho3.png,,https://i.imgur.com/fFxB7Za.png,cat_quant,A,B,C,D,15.1,cat,Eng,arun sharma
1,c,https://i.imgur.com/tikWImN.png,,https://i.imgur.com/kJ39QQR.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
2,b,https://i.imgur.com/ABDHfxd.png,,https://i.imgur.com/oL2OPZG.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
3,d,https://i.imgur.com/pqurSJJ.png,,https://i.imgur.com/84OCCWj.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
4,d,https://i.imgur.com/kSFeS17.png,,https://i.imgur.com/6Zak3eA.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
5,c,https://i.imgur.com/4hlid2q.png,,https://i.imgur.com/xK5Czvm.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
7,d,https://i.imgur.com/NyVlVsK.png,,https://i.imgur.com/pc2orbY.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
8,a,https://i.imgur.com/scUKljp.png,,https://i.imgur.com/7YA3Tf4.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
9,a,https://i.imgur.com/vfGbjev.png,,https://i.imgur.com/Aq6qWm2.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
10,a,https://i.imgur.com/YPpExX9.png,,https://i.imgur.com/OqO7cQA.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
12,b,https://i.imgur.com/Ks7xq9B.png,,https://i.imgur.com/oFcPmO8.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
13,d,https://i.imgur.com/4uMCrlM.png,,https://i.imgur.com/GPxqgbl.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
14,b,https://i.imgur.com/7B3lthc.png,,https://i.imgur.com/tDLG6As.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
15,d,https://i.imgur.com/GuOPd7g.png,,https://i.imgur.com/MiiRVf0.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
16,a,https://i.imgur.com/EQnDkIq.png,,https://i.imgur.com/CHdpePM.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
17,a,https://i.imgur.com/t1bIwhT.png,,https://i.imgur.com/MOIXdeB.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
18,c,https://i.imgur.com/4hSdDdN.png,,https://i.imgur.com/JVoNaYO.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
19,d,https://i.imgur.com/EDkIjhJ.png,,https://i.imgur.com/Q1ZdDVx.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
20,b,https://i.imgur.com/zCXRDmK.png,,https://i.imgur.com/9WkeNU4.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
21,b,https://i.imgur.com/96ynba2.png,,https://i.imgur.com/luiOtRK.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
22,b,https://i.imgur.com/mZAAyAc.png,,https://i.imgur.com/t2KjTHr.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
23,d,https://i.imgur.com/brdbBGE.png,,https://i.imgur.com/mPaq5Op.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
25,b,https://i.imgur.com/dTSjFad.png,,https://i.imgur.com/6Q2N80D.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
26,a,https://i.imgur.com/kB2OfaZ.png,,https://i.imgur.com/LE1bEjO.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
27,d,https://i.imgur.com/XJqtSs6.png,,https://i.imgur.com/KoIMh1v.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
29,c,https://i.imgur.com/wY5rIa8.png,,https://i.imgur.com/xP5fjtL.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
31,c,https://i.imgur.com/3p2N6um.png,,https://i.imgur.com/OCXjIE7.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
32,c,https://i.imgur.com/teu5nJc.png,,https://i.imgur.com/ozkjKLG.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
34,b,https://i.imgur.com/hCXnHsO.png,,https://i.imgur.com/HksGXMf.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
35,d,https://i.imgur.com/kWk9rvN.png,,https://i.imgur.com/vkDhkj1.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
37,a,https://i.imgur.com/TxFWYFf.png,,https://i.imgur.com/AfDn92c.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
38,a,https://i.imgur.com/zRGqmhT.png,,https://i.imgur.com/7J1B6Fz.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
40,c,https://i.imgur.com/ru3RTgk.png,,https://i.imgur.com/ifeXbpR.png,cat_quant,A,B,C,D,15.2,cat,Eng,arun sharma
1,a,https://i.imgur.com/6R3nXs5.png,,https://i.imgur.com/pnYt1KX.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
2,b,https://i.imgur.com/THo4VSD.png,,https://i.imgur.com/ID9XfbF.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
3,a,https://i.imgur.com/p2K61zK.png,,https://i.imgur.com/SUzZYfh.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
4,c,https://i.imgur.com/8OIuv81.png,,https://i.imgur.com/86KAF8k.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
5,a,https://i.imgur.com/fZwhruZ.png,https://i.imgur.com/pc7jJHI.png,https://i.imgur.com/GkEwkdb.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
6,b,https://i.imgur.com/PjrBeTi.png,https://i.imgur.com/pc7jJHI.png,https://i.imgur.com/VQiGWBO.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
7,d,https://i.imgur.com/cbz1c13.png,,https://i.imgur.com/xQ4RVSs.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
8,a,https://i.imgur.com/zyVLMHX.png,,https://i.imgur.com/7eK6YQA.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
10,c,https://i.imgur.com/GvyOkYm.png,,https://i.imgur.com/sqfzzaX.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
11,a,https://i.imgur.com/6hptNuS.png,,https://i.imgur.com/J47Uv2j.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
12,b,https://i.imgur.com/g6SOAGH.png,,https://i.imgur.com/roGDOpa.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
13,c,https://i.imgur.com/gNoFL86.png,https://i.imgur.com/WnKML42.png,https://i.imgur.com/3q0ptXe.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
14,b,https://i.imgur.com/RqQZ5jb.png,https://i.imgur.com/WnKML42.png,https://i.imgur.com/iRuIbRR.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
15,d,https://i.imgur.com/UIxTqoA.png,https://i.imgur.com/WnKML42.png,https://i.imgur.com/tNaPZSG.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
16,c,https://i.imgur.com/W62Hp4u.png,https://i.imgur.com/WnKML42.png,https://i.imgur.com/oxWLz3N.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
17,c,https://i.imgur.com/dRiMyXu.png,https://i.imgur.com/WnKML42.png,https://i.imgur.com/1lJS11s.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
18,a,https://i.imgur.com/JzEt59e.png,https://i.imgur.com/WnKML42.png,https://i.imgur.com/NqPzTy2.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
19,d,https://i.imgur.com/Z0SbAAZ.png,https://i.imgur.com/WnKML42.png,https://i.imgur.com/ETRM1v4.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
21,c,https://i.imgur.com/NTpiT2c.png,https://i.imgur.com/WnKML42.png,https://i.imgur.com/cEmZVBM.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
22,c,https://i.imgur.com/MWcouJ0.png,https://i.imgur.com/WnKML42.png,https://i.imgur.com/mLOuYBv.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
23,d,https://i.imgur.com/SxvTNeb.png,https://i.imgur.com/WnKML42.png,https://i.imgur.com/HRjlFeO.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
25,c,https://i.imgur.com/u00UFh5.png,https://i.imgur.com/WnKML42.png,https://i.imgur.com/qK9hXnR.png,cat_quant,A,B,C,D,16.1,cat,Eng,arun sharma
1,b,https://i.imgur.com/MiWsOeY.png,,https://i.imgur.com/jvABOiF.png,cat_quant,A,B,C,D,16.2,cat,Eng,arun sharma
2,b,https://i.imgur.com/uAogjaD.png,,https://i.imgur.com/0VB2jfR.png,cat_quant,A,B,C,D,16.2,cat,Eng,arun sharma
3,a,https://i.imgur.com/HsKcdp2.png,,https://i.imgur.com/iWEkxuD.png,cat_quant,A,B,C,D,16.2,cat,Eng,arun sharma
4,a,https://i.imgur.com/zbOjVaC.png,,https://i.imgur.com/5B4mGM4.png,cat_quant,A,B,C,D,16.2,cat,Eng,arun sharma
5,d,https://i.imgur.com/ijFSkkV.png,,https://i.imgur.com/xDHt0nk.png,cat_quant,A,B,C,D,16.2,cat,Eng,arun sharma
6,c,https://i.imgur.com/S51iKxk.png,https://i.imgur.com/4i4jHf0.png,https://i.imgur.com/8BMSh9W.png,cat_quant,A,B,C,D,16.2,cat,Eng,arun sharma
7,a,https://i.imgur.com/HaNmACi.png,https://i.imgur.com/4i4jHf0.png,https://i.imgur.com/hGgaS06.png,cat_quant,A,B,C,D,16.2,cat,Eng,arun sharma
