sl.no.,correct,QuestionLink,direction,explanation,section_type,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name,sl. No.
24,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (22).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (22).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
25,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (23).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (23).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
26,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (24).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (24).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
27,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (25).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (25).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
28,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (26).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (26).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
29,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (27).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (27).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
30,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (28).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (28).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
31,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (29).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (29).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
32,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (30).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (30).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
33,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (31).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (31).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
34,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (32).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (32).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
35,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (33).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (33).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
36,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (34).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (34).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
37,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (35).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (35).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
38,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (36).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (36).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
39,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (37).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (37).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
40,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (38).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (38).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
41,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (39).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (39).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
42,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (40).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (40).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
43,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (41).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (41).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
44,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (42).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (42).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
45,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (43).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (43).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
47,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (45).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (45).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
48,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (46).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (46).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
49,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (47).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (47).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
50,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (48).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (48).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
51,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (49).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (49).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
52,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (50).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (50).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
53,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (51).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (51).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
54,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (52).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (52).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
55,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (53).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (53).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
56,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (54).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (54).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
57,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (55).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (55).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
58,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (56).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (56).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
59,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (57).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (57).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
61,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (58).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (58).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
62,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (59).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (59).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
63,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (60).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (60).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
64,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (61).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (61).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
65,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (62).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (62).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
66,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (63).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (63).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
67,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (64).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (64).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
68,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (65).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (65).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
69,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (66).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (66).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
70,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (67).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (67).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
71,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (68).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (68).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
72,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (69).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (69).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
73,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (70).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (70).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
74,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (71).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (71).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
76,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (73).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (73).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
77,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (74).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (74).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
78,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (75).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (75).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
79,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (76).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (76).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
80,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (77).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (77).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
81,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (78).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (78).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
82,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (79).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (79).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
83,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (80).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (80).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
84,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (81).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (81).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
85,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (82).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (82).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
86,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (83).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (83).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
87,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (84).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (84).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
88,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (85).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (85).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
89,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (86).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (86).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
90,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (87).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (87).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
91,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (88).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (88).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
92,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (89).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (89).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
93,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (90).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (90).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
94,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (91).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (91).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
95,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (92).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (92).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
96,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (93).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (93).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
97,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (94).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (94).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
99,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (96).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (96).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
100,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (97).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (97).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
101,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (98).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (98).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
102,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/5 (99).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/5 (99).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
103,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (01).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (01).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
104,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (02).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (02).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
105,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (03).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (03).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
106,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (04).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (04).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
107,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (05).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (05).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
108,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (06).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (06).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
109,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (07).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (07).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
110,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (08).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (08).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
111,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (09).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (09).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
112,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (10).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (10).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
113,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (11).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (11).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
114,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (12).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (12).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
115,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (13).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (13).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
116,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (14).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (14).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
117,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (15).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (15).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
118,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (16).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (16).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
119,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (17).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (17).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
120,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (18).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (18).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
121,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (19).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (19).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
122,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (20).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (20).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
123,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (21).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (21).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
124,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (22).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (22).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
125,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (23).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (23).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
126,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (24).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (24).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
127,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (25).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (25).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
129,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 ques/6 (26).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.3 sol/6 (26).png,GK,1.3,,,A,B,C,D,,RRB,Bi,Kiran,Modern Indian History,
