sl.no.,correct,QuestionLink,direction,explanation,sectionType,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name,Unnamed: 18,Unnamed: 19
85,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/1 (85).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/1 (85).png,Maths_IIT,15.1,2,E,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
87,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/1 (87).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/1 (87).png,Maths_IIT,15.1,6,E,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
88,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/1 (88).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/1 (88).png,Maths_IIT,15.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
90,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/1 (90).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/1 (90).png,Maths_IIT,15.1,2,D,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
91,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/1 (91).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/1 (91).png,Maths_IIT,15.1,4,E,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
92,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/1 (92).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/1 (92).png,Maths_IIT,15.1,4,E,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
93,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/1 (93).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/1 (93).png,Maths_IIT,15.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
94,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/1 (94).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/1 (94).png,Maths_IIT,15.1,4,E,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
95,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/1 (95).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/1 (95).png,Maths_IIT,15.1,4,E,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
96,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/1 (96).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/1 (96).png,Maths_IIT,15.1,4,E,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
97,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/1 (97).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/1 (97).png,Maths_IIT,15.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
98,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/1 (98).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/1 (98).png,Maths_IIT,15.1,4,E,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
100,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/2 (01).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/2 (01).png,Maths_IIT,15.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
101,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/2 (02).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/2 (02).png,Maths_IIT,15.1,3,D,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
102,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/2 (03).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/2 (03).png,Maths_IIT,15.1,8,E,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
103,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/2 (04).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/2 (04).png,Maths_IIT,15.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
104,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/2 (05).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/2 (05).png,Maths_IIT,15.1,8,E,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
105,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/2 (06).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/2 (06).png,Maths_IIT,15.1,8,D,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
106,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/2 (07).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/2 (07).png,Maths_IIT,15.1,8,E,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
107,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 que/2 (08).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 15 sol/2 (08).png,Maths_IIT,15.1,2,E,A,B,C,D,,JEE,Eng,WileyBrand,Ellipse,,
1,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (01).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (01).png,Maths_IIT,16.1,2,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
2,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (02).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (02).png,Maths_IIT,16.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
3,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (03).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (03).png,Maths_IIT,16.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
4,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (04).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (04).png,Maths_IIT,16.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
5,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (05).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (05).png,Maths_IIT,16.1,1,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
6,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (06).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (06).png,Maths_IIT,16.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
7,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (07).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (07).png,Maths_IIT,16.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
8,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (08).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (08).png,Maths_IIT,16.1,1,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
9,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (09).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (09).png,Maths_IIT,16.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
10,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (10).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (10).png,Maths_IIT,16.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
11,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (11).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (11).png,Maths_IIT,16.1,9,D,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
12,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (12).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (12).png,Maths_IIT,16.1,1,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
13,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (13).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (13).png,Maths_IIT,16.1,1,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
14,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (14).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (14).png,Maths_IIT,16.1,7,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
15,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (15).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (15).png,Maths_IIT,16.1,7,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
16,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (16).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (16).png,Maths_IIT,16.1,1,D,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
17,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (17).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (17).png,Maths_IIT,16.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
18,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (18).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (18).png,Maths_IIT,16.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
19,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (19).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (19).png,Maths_IIT,16.1,7,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
20,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (20).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (20).png,Maths_IIT,16.1,1,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
21,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (21).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (21).png,Maths_IIT,16.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
22,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (22).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (22).png,Maths_IIT,16.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
23,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (23).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (23).png,Maths_IIT,16.1,7,D,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
24,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (24).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (24).png,Maths_IIT,16.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
25,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (25).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (25).png,Maths_IIT,16.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
26,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (26).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (26).png,Maths_IIT,16.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
27,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (27).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (27).png,Maths_IIT,16.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
28,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (28).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (28).png,Maths_IIT,16.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
29,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (29).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (29).png,Maths_IIT,16.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
30,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (30).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (30).png,Maths_IIT,16.1,7,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
31,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (31).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (31).png,Maths_IIT,16.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
32,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (32).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (32).png,Maths_IIT,16.1,1,D,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
33,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (33).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (33).png,Maths_IIT,16.1,1,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
34,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (34).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (34).png,Maths_IIT,16.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
35,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (35).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (35).png,Maths_IIT,16.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
36,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (36).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (36).png,Maths_IIT,16.1,9,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
37,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (37).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (37).png,Maths_IIT,16.1,9,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
38,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (38).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (38).png,Maths_IIT,16.1,1,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
39,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (39).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (39).png,Maths_IIT,16.1,9,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
40,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (40).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (40).png,Maths_IIT,16.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
41,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (41).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (41).png,Maths_IIT,16.1,2,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
42,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (42).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (42).png,Maths_IIT,16.1,9,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
43,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (43).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (43).png,Maths_IIT,16.1,9,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
44,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (44).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (44).png,Maths_IIT,16.1,1,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
45,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (45).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (45).png,Maths_IIT,16.1,9,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
46,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (46).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (46).png,Maths_IIT,16.1,2,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
47,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (47).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (47).png,Maths_IIT,16.1,9,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
48,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (48).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (48).png,Maths_IIT,16.1,9,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
49,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (49).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (49).png,Maths_IIT,16.1,3,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
50,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (50).png,,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 sol/1 (50).png,Maths_IIT,16.1,3,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
71,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (51).png,,,Maths_IIT,16.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
72,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (52).png,,,Maths_IIT,16.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
73,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (53).png,,,Maths_IIT,16.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
74,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (54).png,,,Maths_IIT,16.1,4,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
75,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (55).png,,,Maths_IIT,16.1,4,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
76,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (56).png,,,Maths_IIT,16.1,4,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
77,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (57).png,,,Maths_IIT,16.1,6,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
78,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (58).png,,,Maths_IIT,16.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
79,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (59).png,,,Maths_IIT,16.1,4,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
80,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (60).png,,,Maths_IIT,16.1,9,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
81,a,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (61).png,,,Maths_IIT,16.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
82,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (62).png,,,Maths_IIT,16.1,9,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
83,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (63).png,,,Maths_IIT,16.1,1,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
84,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (64).png,,,Maths_IIT,16.1,3,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
85,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (65).png,,,Maths_IIT,16.1,8,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
86,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (66).png,,,Maths_IIT,16.1,,,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
87,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (67).png,,,Maths_IIT,16.1,7,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
88,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (68).png,,,Maths_IIT,16.1,2,D,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
89,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (69).png,,,Maths_IIT,16.1,7,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
90,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (90).png,,,Maths_IIT,16.1,3,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
91,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (91).png,,,Maths_IIT,16.1,8,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
92,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (92).png,,,Maths_IIT,16.1,8,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
93,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (93).png,,,Maths_IIT,16.1,8,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
94,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (94).png,,,Maths_IIT,16.1,8,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
95,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (95).png,,,Maths_IIT,16.1,8,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
96,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (96).png,,,Maths_IIT,16.1,1,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
97,d,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (97).png,,,Maths_IIT,16.1,8,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
98,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (98).png,,,Maths_IIT,16.1,8,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
99,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/1 (99).png,,,Maths_IIT,16.1,8,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
100,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/2 (01).png,,,Maths_IIT,16.1,9,M,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
101,b,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/2 (02).png,,,Maths_IIT,16.1,9,D,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
102,c,https://s3.amazonaws.com/trialgeometry2/ WILEY_IIT_Maths chp 16 que/2 (03).png,,,Maths_IIT,16.1,2,E,A,B,C,D,,JEE,Eng,WileyBrand,Hyperbola,,
