sl.no.,correct,QuestionLink,direction,explanation,sectionType,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name
79,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan454 (08).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_17 (14).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
80,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan455 (01).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_17 (16).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
81,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan455 (02).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_17 (17).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
82,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan455 (03).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_17 (18).png,Chemistry_NEET,9.1,3,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
83,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan455 (04).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_17 (19).png,Chemistry_NEET,9.1,3,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
84,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan455 (05).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_17 (20).png,Chemistry_NEET,9.1,3,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
85,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan455 (06).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_18 (01).png,Chemistry_NEET,9.1,3,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
86,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan456 (01).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_18 (02).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
87,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan456 (02).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_18 (03).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
88,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan456 (03).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_18 (04).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
89,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan456 (04).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_18 (05).png,Chemistry_NEET,9.1,4,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
90,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan456 (05).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_18 (06).png,Chemistry_NEET,9.1,4,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
91,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan456 (06).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_18 (07).png,Chemistry_NEET,9.1,4,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
92,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan457 (01).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_18 (08).png,Chemistry_NEET,9.1,4,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
93,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan457 (02).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_18 (09).png,Chemistry_NEET,9.1,4,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
94,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan457 (03).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_18 (10).png,Chemistry_NEET,9.1,5,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
95,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan457 (04).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_18 (11).png,Chemistry_NEET,9.1,5,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
96,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan457 (05).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_18 (12).png,Chemistry_NEET,9.1,5,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
97,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan458 (01).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_18 (13).png,Chemistry_NEET,9.1,5,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
98,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan458 (02).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_18 (14).png,Chemistry_NEET,9.1,5,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
99,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan458 (03).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_18 (15).png,Chemistry_NEET,9.1,5,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
1,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan190 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan229 (01).png,Chemistry_NEET,4.1,1,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
2,d,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan190 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan229 (02).png,Chemistry_NEET,4.1,1,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
3,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan191 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan229 (03).png,Chemistry_NEET,4.1,1,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
4,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan191 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan229 (04).png,Chemistry_NEET,4.1,1,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
5,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan191 (03).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan229 (05).png,Chemistry_NEET,4.1,1,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
6,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan191 (04).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan229 (06).png,Chemistry_NEET,4.1,1,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
7,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan192 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan229 (07).png,Chemistry_NEET,4.1,1,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
8,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan192 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan229 (08).png,Chemistry_NEET,4.1,1,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
9,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan193 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan229 (09).png,Chemistry_NEET,4.1,1,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
10,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan193 (02).png,,,Chemistry_NEET,4.1,1,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
11,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan194 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan229 (10).png,Chemistry_NEET,4.1,1,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
12,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan194 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan229 (11).png,Chemistry_NEET,4.1,1,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
13,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan194 (03).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan229 (12).png,Chemistry_NEET,4.1,1,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
14,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan194 (04).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan229 (13).png,Chemistry_NEET,4.1,1,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
15,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan194 (05).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan229 (14).png,Chemistry_NEET,4.1,1,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
16,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan194 (06).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan229 (15).png,Chemistry_NEET,4.1,1,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
17,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan194 (07).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan229 (16).png,Chemistry_NEET,4.1,1,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
18,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan194 (08).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan230 (01).png,Chemistry_NEET,4.1,1,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
19,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan195 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan230 (02).png,Chemistry_NEET,4.1,1,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
20,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan195 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan230 (03).png,Chemistry_NEET,4.1,1,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
21,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan195 (03).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan230 (04).png,Chemistry_NEET,4.1,1,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
22,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan195 (04).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan230 (05).png,Chemistry_NEET,4.1,1,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
23,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan195 (05).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan230 (06).png,Chemistry_NEET,4.1,1,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
24,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan195 (06).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan230 (07).png,Chemistry_NEET,4.1,1,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
25,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan196 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan230 (08).png,Chemistry_NEET,4.1,1,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
26,d,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan196 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan230 (09).png,Chemistry_NEET,4.1,1,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
27,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan196 (03).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan230 (10).png,Chemistry_NEET,4.1,1,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
28,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan196 (04).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan230 (11).png,Chemistry_NEET,4.1,1,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
29,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan196 (05).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan230 (12).png,Chemistry_NEET,4.1,1,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
30,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan196 (06).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan230 (13).png,Chemistry_NEET,4.1,1,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
31,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan196 (07).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan230 (14).png,Chemistry_NEET,4.1,3,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
32,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan196 (08).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan231 (01).png,Chemistry_NEET,4.1,3,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
33,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan196 (09).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan231 (02).png,Chemistry_NEET,4.1,3,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
34,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan197 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan231 (03).png,Chemistry_NEET,4.1,2,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
35,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan197 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan231 (04).png,Chemistry_NEET,4.1,2,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
36,d,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan197 (03).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan231 (05).png,Chemistry_NEET,4.1,2,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
37,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan197 (04).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan231 (06).png,Chemistry_NEET,4.1,2,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
38,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan198 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan231 (07).png,Chemistry_NEET,4.1,2,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
39,d,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan198 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan231 (08).png,Chemistry_NEET,4.1,2,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
40,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan198 (03).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan231 (09).png,Chemistry_NEET,4.1,2,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
41,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan198 (04).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan231 (10).png,Chemistry_NEET,4.1,2,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
42,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan199 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan231 (11).png,Chemistry_NEET,4.1,2,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
43,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan199 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan231 (12).png,Chemistry_NEET,4.1,2,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
44,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan199 (03).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan231 (13).png,Chemistry_NEET,4.1,2,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
45,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan199 (04).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan231 (14).png,Chemistry_NEET,4.1,2,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
46,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan199 (05).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan231 (15).png,Chemistry_NEET,4.1,2,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
47,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan200 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan231 (16).png,Chemistry_NEET,4.1,2,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
48,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan200 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan231 (17).png,Chemistry_NEET,4.1,2,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
49,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan201 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan231 (18).png,Chemistry_NEET,4.1,3,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
50,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan201 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan232 (01).png,Chemistry_NEET,4.1,3,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
51,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan202 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan232 (02).png,Chemistry_NEET,4.1,3,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
52,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan202 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan232 (03).png,Chemistry_NEET,4.1,3,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
53,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan203 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan232 (04).png,Chemistry_NEET,4.1,3,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
54,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan203 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan232 (05).png,Chemistry_NEET,4.1,3,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
55,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan203 (03).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan232 (06).png,Chemistry_NEET,4.1,3,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
56,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan204 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan232 (07).png,Chemistry_NEET,4.1,3,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
57,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan204 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan232 (08).png,Chemistry_NEET,4.1,3,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
58,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan204 (03).png,,,Chemistry_NEET,4.1,3,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
59,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan204 (04).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan232 (09).png,Chemistry_NEET,4.1,3,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
60,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan204 (05).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan232 (10).png,Chemistry_NEET,4.1,3,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
61,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan205 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan232 (11).png,Chemistry_NEET,4.1,3,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
62,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan205 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan232 (12).png,Chemistry_NEET,4.1,3,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
63,d,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan205 (03).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan232 (13).png,Chemistry_NEET,4.1,3,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
64,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan206.png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan232 (15).png,Chemistry_NEET,4.1,3,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
65,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan207 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan233 (01).png,Chemistry_NEET,4.1,1,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
66,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan207 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan233 (02).png,Chemistry_NEET,4.1,1,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
67,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan207 (03).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan233 (03).png,Chemistry_NEET,4.1,3,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
68,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan207 (04).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan233 (04).png,Chemistry_NEET,4.1,1,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
69,d,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan207 (05).png,,,Chemistry_NEET,4.1,1,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
70,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan207 (06).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan233 (05).png,Chemistry_NEET,4.1,1,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
71,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan208 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan234 (01).png,Chemistry_NEET,4.1,1,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
72,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan208 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan234 (02).png,Chemistry_NEET,4.1,1,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
73,d,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan208 (03).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan234 (03).png,Chemistry_NEET,4.1,1,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
74,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan208 (04).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan234 (04).png,Chemistry_NEET,4.1,1,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
75,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan208 (05).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan234 (05).png,Chemistry_NEET,4.1,1,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
76,d,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan208 (06).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan234 (06).png,Chemistry_NEET,4.1,2,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
77,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan208 (07).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan234 (07).png,Chemistry_NEET,4.1,2,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
78,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan208 (08).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan234 (08).png,Chemistry_NEET,4.1,2,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
79,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan208 (09).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan234 (09).png,Chemistry_NEET,4.1,2,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
80,d,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan209 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan235 (01).png,Chemistry_NEET,4.1,2,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
81,c,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan209 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan235 (02).png,Chemistry_NEET,4.1,2,D,A,B,C,D,,JEE,Eng,LL,Thermodynamics
82,d,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan210 (01).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan235 (03).png,Chemistry_NEET,4.1,3,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
83,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan210 (02).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan235 (04).png,Chemistry_NEET,4.1,2,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
84,a,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan210 (03).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan235 (05).png,Chemistry_NEET,4.1,3,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
85,d,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan210 (04).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan235 (06).png,Chemistry_NEET,4.1,3,M,A,B,C,D,,JEE,Eng,LL,Thermodynamics
86,b,https://s3.amazonaws.com/chemistryiit/thermodynamicstiny/scan210 (05).png,,https://s3.amazonaws.com/chemistryiit/thermodynamicssoltiny/scan235 (07).png,Chemistry_NEET,4.1,3,E,A,B,C,D,,JEE,Eng,LL,Thermodynamics
